,Loan_Amount,Monthly_Salary,Total_Income_for_Join_Application,Total_Sum_of_Loan,Years_to_Financial_Freedom,Loan_Tenure_Year,Credit_Card_Exceed_Months,State,Credit_Card_types,Years_for_Property_to_Completion,Number_of_Bank_Products,Decision
3034,0.9162894361927965,0.26257887238559285,0.560823048306626,0.19360768276887536,10,9,0,2,0,0,2,1
3035,0.6664802938710995,0.34689458941872264,0.4308487640648586,0.3384472947093613,7,7,5,2,0,0,2,1
3036,0.15822535519880157,0.43935479573321917,0.32322602133390405,0.43451642986746564,0,4,0,0,1,0,0,1
3037,0.09390252585890775,0.796762717869488,0.22314834561904462,0.06390252585890775,6,4,3,7,1,0,0,1
3038,0.5817925267830988,0.1995766919211309,0.27179252678309884,0.4752364776563402,12,8,5,4,1,0,0,1
3039,0.7,0.5997654949863959,0.48929648495918776,0.6223546321137056,8,13,4,2,1,3,0,1
3040,0.6840180107072104,0.10201137518350126,0.517993364476291,0.9420018958639169,10,9,0,2,1,0,4,1
3041,0.9897672523866258,0.5483707667063805,0.3030175715987737,0.8041894570407359,9,3,5,2,1,0,0,1
3042,0.9353047795321302,0.9106095590642604,0.4282317401559566,0.20463480311913204,11,10,5,4,1,0,0,1
3043,0.95,0.5204496208103224,0.45207746473290467,0.786403033517421,9,8,6,2,1,0,0,1
3044,0.9764455080410617,0.38289101608212345,0.4295734370013199,0.1498578123337733,10,14,0,2,0,0,2,1
3045,0.5528116841343882,0.7189123689920883,0.032811684134388217,0.5806364221185649,10,4,0,2,0,0,4,1
3046,0.33192557244416737,0.8660175123660783,0.53,0.8640153233203185,13,9,0,0,1,0,0,1
3047,0.9093912715018527,0.38922925647685164,0.6926165948185187,0.03215021554444396,10,12,0,2,1,0,2,1
3048,0.6218111315688124,0.2177166973532186,0.3693305197545783,0.9077166973532186,11,2,6,0,1,0,0,1
3049,0.06652741934817302,0.7144614919296514,0.5799118951371272,0.33901108872217556,11,9,6,4,1,0,1,1
3050,0.3122274135856891,0.5611020262250439,0.19704568930948194,0.014818275723792773,12,5,5,4,1,2,0,1
3051,0.2635504978342755,0.4150651493502826,0.767402275974576,0.09835504978342755,3,14,6,7,1,0,1,1
3052,0.28726417724410913,0.44339603354319956,0.3509432910235634,0.35188658204712686,11,6,5,4,1,0,0,1
3053,0.9143329867342215,0.8808514282307152,0.4282592207482468,0.2330368829929873,11,8,6,4,1,0,0,1
3054,0.6407874321752141,0.3976377034743579,0.6268347558307705,0.27130721513589895,8,8,4,2,0,2,0,1
3055,0.15385432218731288,0.20976154928614202,0.47723174294690973,0.13120529049115162,0,4,0,0,1,0,0,1
3056,0.5505299838830756,0.15162479853844524,0.4189400322338488,0.9284100483507731,10,0,5,2,1,1,4,1
3057,0.7078613041087853,0.7502147819940195,0.03775391311177562,0.09336913033233657,8,7,6,8,0,0,0,1
3058,0.609844959109301,0.5002584014844982,0.480439282523647,0.5600516802968997,7,12,5,2,0,0,2,1
3059,0.1544805917682681,0.17534103559446917,0.5318992602896649,0.6634417753048043,8,11,4,2,1,1,1,1
3060,0.9218210204400478,0.06575875851668658,0.4736342346699642,0.7242412414833134,13,5,6,2,1,3,0,1
3061,0.16122462829477766,0.4569046003227594,0.3556123141473888,0.7394215147929076,12,5,2,4,1,0,0,1
3062,0.17731182354185682,0.30475073795433805,0.4244379304733638,0.8696871925190258,2,10,1,0,0,1,1,1
3063,0.687669704328857,0.740678817315428,0.4558642365369144,0.174660591342286,10,8,6,2,0,0,0,1
3064,0.1007749212889885,0.5082522655717262,0.5034954688565475,0.9502885147193458,9,11,6,2,1,0,0,1
3065,0.436707297706728,0.55196137404447,0.402784549617788,0.602469526719954,10,5,0,2,1,0,4,1
3066,0.7334123773351432,0.36529455523938803,0.9362356441915104,0.5807039569466927,14,10,4,3,0,0,3,1
3067,0.655918248916946,0.18610387098238249,0.25619668201510076,0.46230055299748324,12,14,2,4,1,2,0,1
3068,0.2445309646349374,0.4599026647856954,0.8486725884126566,0.15763718246822678,10,1,5,2,1,0,0,1
3069,0.22391124945231805,0.15466130013144366,0.7676693499342782,0.5074435500219073,0,12,0,0,1,0,0,1
3070,0.6946909247247808,0.4334327053853069,0.9581236301100877,0.6083296802935673,10,8,5,2,0,1,4,1
3071,0.561958742027569,0.005360838648287309,0.48391748405513807,0.8062888058070168,10,0,5,2,1,1,4,1
3072,0.9680939408682216,0.3570234852170554,0.3827416626123904,0.6829765147829446,10,4,0,2,1,0,4,1
3073,0.12357123347653073,0.7444276739920412,0.7728575330469385,0.15171561235959108,5,7,5,7,0,2,0,1
3074,0.8923811990307376,0.3895222063002052,0.5414294963652662,0.7038094004846311,9,10,0,2,1,0,0,1
3075,0.3436659294640284,0.5363340705359716,0.53,0.052001895663926934,9,13,6,4,1,0,0,1
3076,0.6655088809612913,0.08700592064086084,0.5405384841655956,0.61,9,5,6,2,1,0,0,1
3077,0.33488717432127074,0.2447889625826604,0.4405495144535274,0.8903238630960689,11,13,6,2,1,0,0,1
3078,0.12070886605799938,0.33011210589228684,0.432238704066285,0.7823508099585719,2,10,1,0,1,1,1,1
3079,0.06293298187227787,0.7905905766079206,0.4711811532158412,0.7082382207599007,10,0,6,2,0,0,0,1
3080,0.5660777887395315,0.028692596246510525,0.5443111549581263,0.9339222112604685,10,0,5,2,1,1,4,1
3081,0.7221686427493454,0.5927108034366818,0.31325296412401815,0.2636445982816591,10,8,2,4,1,2,0,1
3082,0.2939392569447202,0.9314143240737064,0.47929283796314676,0.6992928379631468,10,5,0,2,0,0,0,1
3083,0.8935689193045555,0.24787972625900104,0.4507067579136663,0.05821554034772228,0,7,0,0,0,0,1,1
3084,0.5836815358146388,0.15936815358146386,0.5,0.5075456427902407,10,9,0,2,1,0,4,1
3085,0.896975383157213,0.8676295402113443,0.32532707852706566,0.7061852298943277,9,4,6,4,1,0,0,1
3086,0.8341237232903685,0.4964948931614741,0.09587627670963147,0.6061855849355527,12,11,5,4,1,0,0,1
3087,0.9346572555321179,0.3708611762005209,0.04620392066840298,0.1994901983289925,10,3,0,2,1,0,0,1
3088,0.17403626132959993,0.6409167150414855,0.8779818693352001,0.5871558076177142,10,12,5,2,0,1,0,1
3089,0.6732015486020418,0.1442410840214293,0.3720790708387749,0.058399225698979075,10,4,5,2,1,0,4,1
3090,0.13701455369302648,0.12701455369302647,0.11759909983411201,0.6406472617426314,10,9,3,2,0,0,0,1
3091,0.16567097574108408,0.8069371347701494,0.8357467681941869,0.33,0,6,0,0,1,0,0,1
3092,0.4066718431800213,0.5639264406400201,0.53,0.04843563556001755,9,0,6,2,1,0,0,1
3093,0.6743248391414739,0.7301476541552154,0.3282067158173016,0.6980590616620861,8,7,4,2,1,3,0,1
3094,0.5767584124508737,0.2672476264737872,0.27,0.4891742879421362,12,6,5,4,1,0,0,1
3095,0.10885433933559055,0.5713011336542521,0.44427169667795274,0.8964075450169291,2,7,6,0,1,0,0,1
3096,0.10554209085422771,0.6074680896472373,0.10012118231195061,0.9232525451253663,10,13,6,0,1,0,0,1
3097,0.8221485387937097,0.18449033702797238,0.6455096629720276,0.2337741574300691,8,8,2,7,1,2,0,1
3098,0.11047463275296747,0.13031642183531164,0.7566775707292277,0.8069939925645394,6,3,3,7,1,0,2,1
3099,0.7742620924129916,0.40705450122371106,0.962945498776289,0.5149601946156714,10,11,5,2,0,1,4,1
3100,0.9327482822847692,0.03263272971853812,0.5543878828642301,0.49005777628311564,10,10,6,7,1,0,0,1
3101,0.14587122359146512,0.8417424471829302,0.6038068353871977,0.3958712235914651,9,5,6,2,1,0,0,1
3102,0.6302336279653252,0.09046725593065044,0.6334890853102169,0.28988318601733737,4,11,2,7,1,0,0,1
3103,0.08094475207670326,0.5309447520767033,0.37433148753978046,0.9333867354630772,12,1,2,4,1,0,0,1
3104,0.5777262272744937,0.4013688636275309,0.4272622727449383,0.13364263635303703,13,6,6,0,1,0,0,1
3105,0.6794041821105307,0.347946863417102,0.571787453668408,0.44966986502502065,13,11,6,2,1,3,0,1
3106,0.3019239146226855,0.5629057967505143,0.4732065243711424,0.49709420324948567,11,6,1,4,1,0,0,1
3107,0.5697875364094478,0.6670198252346504,0.7040424927181104,0.5040424927181104,14,8,4,3,0,0,3,1
3108,0.665928725157661,0.45173865891142384,0.6180237582807796,0.9418574503153221,9,9,5,2,1,0,0,1
3109,0.6013738510886721,0.8919305409908478,0.9119305409908478,0.62165219603976,8,8,4,2,1,1,0,1
3110,0.876564395252243,0.6746628617208416,0.41472350979261624,0.49687120949551405,3,14,6,0,1,0,1,1
3111,0.0685146735018694,0.8478871361735212,0.6629706529962612,0.027656884332087066,8,9,4,2,0,0,0,1
3112,0.8163614904721004,0.34,0.37903130444635313,0.8232722980944202,11,2,3,0,1,0,2,1
3113,0.51,0.5020342216871445,0.5446912537827986,0.7569019018797725,10,1,1,2,0,1,1,1
3114,0.10356820929071694,0.7736562877747358,0.5601761569680377,0.3766960261613396,12,2,6,4,1,0,0,1
3115,0.20440547154324526,0.5976924766280377,0.30629384451384906,0.553706155486151,9,7,6,2,1,0,0,1
3116,0.6324269158125065,0.9471966355234366,0.289205046714845,0.5119663552343667,10,9,5,0,1,0,0,1
3117,0.6479606411100258,0.24067211547502773,0.4062688461900111,0.8737311538099889,11,5,6,0,1,0,0,1
3118,0.533353079248808,0.4862875203338631,0.1641311178298899,0.5214968394157397,10,2,0,2,1,0,0,1
3119,0.14279472275586194,0.7479802103344823,0.3708079158662071,0.49878812620068935,12,11,5,4,1,0,0,1
3120,0.4823160864815617,0.3646165837830802,0.19078242161388265,0.6392175783861173,8,8,4,2,1,3,0,1
3121,0.13258848130717787,0.49629424065358896,0.13370575934641105,0.7976659696296626,10,5,5,2,1,0,1,1
3122,0.6700317788079957,0.8795480219489492,0.48045197805105083,0.2961617239356229,10,10,0,2,0,0,0,1
3123,0.8052895011792143,0.45796205856910305,0.5968596674528095,0.5621491686320237,10,13,0,2,1,0,3,1
3124,0.5851390569394347,0.13729141459084787,0.4721523576514131,0.18944377224226094,7,4,5,2,1,0,4,1
3125,0.2525127242722575,0.8054822291261603,0.7254822291261603,0.11984773980611824,5,8,5,7,0,2,0,1
3126,0.6695932441633832,0.3302711705577446,0.4400451950929574,0.329050903047894,13,6,6,0,1,1,0,1
3127,0.6478540940479057,0.27463523511976423,0.44,0.33,3,11,6,0,1,0,0,1
3128,0.67,0.11668556395777603,0.556664304505278,0.603328609010556,9,11,6,2,1,0,0,1
3129,0.5438522507388341,0.4809762496641663,0.07385225073883421,0.6367282518135021,10,2,0,2,1,0,0,1
3130,0.9455616302946115,0.2762137175875438,0.5882246521178446,0.8093479127070677,10,4,0,2,1,0,4,1
3131,0.5696166573595481,0.03920022337084483,0.5538665177527702,0.9288499720786444,10,9,5,2,1,1,4,1
3132,0.532853595896807,0.6815936072945653,0.961902397264538,0.5739591895140623,10,4,0,2,0,0,4,1
3133,0.5820645962053237,0.28716135260414066,0.3705805383929017,0.9196129744047322,13,3,6,0,1,1,0,1
3134,0.6448856618547825,0.9780665443278258,0.8690852948382598,0.32,10,7,6,2,1,0,0,1
3135,0.6210329129616653,0.7213365502896357,0.10323212089067652,0.8963791141202082,10,12,5,2,1,0,1,1
3136,0.6038151290716951,0.1679411896886663,0.5618571492773522,0.2811344556698095,8,12,4,2,1,3,0,1
3137,0.7027664534637392,0.18,0.7753458066829674,0.45752645107307605,10,10,6,7,1,0,3,1
3138,0.01997526640481181,0.6701360347735351,0.5398144980360886,0.3499010656192472,13,8,5,7,0,0,0,1
3139,0.5179658756658698,0.14300853108353256,0.42309384191885807,0.4581364973365208,10,9,0,2,1,0,4,1
3140,0.5035650888745823,0.5988741824606583,0.4628145438483544,0.9605629087696709,10,10,5,2,1,0,0,1
3141,0.22424659630518656,0.9857534036948135,0.6694977308701244,0.42,0,8,0,2,1,0,0,1
3142,0.6124084096780826,0.7232231603829194,0.09972841643172108,0.8953010512097603,10,10,0,2,1,0,1,1
3143,0.8180598492938238,0.06875896048423513,0.5176034199596471,0.7631811902219411,13,5,6,2,1,3,0,1
3144,0.5758663405804825,0.17155012228231908,0.27025835371371987,0.46,11,4,6,4,1,0,0,1
3145,0.9163952559333516,0.13979973644074176,0.7877971008481593,0.4987984186444505,12,8,2,7,1,0,0,1
3146,0.6389744180005794,0.5221796495015935,0.9537180225007242,0.5310255819994205,12,0,6,2,0,1,0,1
3147,0.717685998047885,0.2631400195211492,0.5585120156169193,0.4500820253774939,14,12,4,3,1,0,3,1
3148,0.6805074627148906,0.6958880597510586,0.04,0.10705597012447066,11,4,6,8,0,0,0,1
3149,0.8665688311277393,0.026862337744521493,0.5167155844361304,0.776275324510957,10,4,0,2,0,0,0,1
3150,0.5339393716569085,0.2020807887693207,0.8274343315503512,0.7074343315503512,11,13,4,3,0,0,3,1
3151,0.4948590546713584,0.7037314920422256,0.558590546713584,0.4808456719718496,10,5,0,2,1,0,4,1
3152,0.5254517614049282,0.1284839204683094,0.4757503836293978,0.8878790198829226,10,10,5,2,1,0,4,1
3153,0.9745874476813416,0.546765690398323,0.34052803344234783,0.8615841003270435,12,4,6,4,1,0,0,1
3154,0.23787839683505219,0.39693350539257705,0.656933505392577,0.4377821466585562,0,9,0,0,0,0,0,1
3155,0.16945292545436139,0.2580852390902649,0.45958969409077105,0.9008206118184579,9,10,6,2,1,0,0,1
3156,0.9417670350514447,0.10433736185570822,0.43,0.7143373618557082,13,5,6,2,1,3,0,1
3157,0.07441763231554052,0.46810672900762546,0.9154849223917955,0.5481067290076256,9,6,5,0,0,0,0,1
3158,0.21999966515949504,0.5935291360137018,0.974117548576322,0.3558827862641829,10,6,5,2,1,1,0,1
3159,0.6241035950144148,0.24953784299135112,0.5149906969894291,0.8672642699903902,9,11,6,2,1,0,0,1
3160,0.27341674501896923,0.3748316095826774,0.3178344302655689,0.35316650996206156,0,4,0,0,1,0,0,1
3161,0.953336333214231,0.8176181905102198,0.83,0.5866726664284618,12,13,2,2,1,0,0,1
3162,0.7265804421472509,0.24653678231410997,0.9542425238012303,0.29194826528835055,8,8,4,2,1,3,0,1
3163,0.4656566800681641,0.4765322534923828,0.043467746507617186,0.4680472333901367,10,2,0,4,1,0,0,1
3164,0.39097242467516985,0.7743193027273811,0.419805515064966,0.5005834548051019,10,5,0,2,1,1,4,1
3165,0.6569885556706841,0.3647585832469869,0.6390343329879477,0.3431956394357496,13,11,6,2,1,3,0,1
3166,0.6292326107681373,0.6096533630751337,0.406014823076426,0.8472029646152852,11,0,6,2,0,0,0,1
3167,0.6392180769436427,0.5259670913371564,0.5423045192359107,0.5138683653486253,11,4,5,4,0,0,0,1
3168,0.6415327675069459,0.663400698962008,0.37746673323447694,0.45620009985171545,7,12,5,2,0,0,2,1
3169,0.49867650520535234,0.49397048438394303,0.5929411369081687,0.7348529263405633,2,7,1,0,0,1,1,1
3170,0.987862759567571,0.547862759567571,0.3185489617297162,0.8192351638918616,9,4,6,2,1,0,0,1
3171,0.4887293691158883,0.6257458738231777,0.81,0.42469635970130964,2,6,1,0,1,1,1,1
3172,0.3153260289737135,0.5586684927565716,0.45966027535199927,0.6259780869211404,12,3,5,4,1,0,0,1
3173,0.965641710522327,0.275641710522327,0.5052540131718556,0.99,10,1,5,2,0,2,0,1
3174,0.10009223993456079,0.4350115299918201,0.5353804897300631,0.5100230599836402,0,4,0,0,0,0,0,1
3175,0.5817743021943369,0.9680846366771236,0.8967335178684052,0.6280846366771237,8,8,5,2,1,3,0,1
3176,0.3068213904992046,0.5561919785627982,0.5718882358092189,0.457781283313196,12,8,2,4,1,2,0,1
3177,0.1474409989445473,0.3395465142486117,0.7223229968336419,0.5162795005277264,0,10,0,0,1,0,0,1
3178,0.04885442903864273,0.9095417716154571,0.40954177161545713,0.08234050516682372,9,1,6,2,1,0,0,1
3179,0.15870075229762295,0.18272631652084018,0.5266240596279713,0.6761022568928688,8,2,4,2,1,3,1,1
3180,0.6293564274061605,0.6078577932671269,0.9493564274061604,0.5573582485541156,12,7,4,2,1,1,0,1
3181,0.43587219507244945,0.7644594145796944,0.6957616585217348,0.2529360975362247,5,9,5,7,2,2,0,1
3182,0.6064052527293284,0.17847929963608955,0.6197233267285747,0.29543789890826866,10,8,2,2,1,2,0,1
3183,0.2081873500407427,0.7453162489814324,0.8781264995925729,0.6253770994296022,10,4,1,2,0,0,0,1
3184,0.4141977617722868,0.6377472022153585,0.6083955235445736,0.7503241606646075,10,5,5,2,1,0,2,1
3185,0.6283974322516716,0.318855308751194,0.6247344202554923,0.8706868147492836,10,3,5,2,1,1,4,1
3186,0.053075822993360625,0.42922031843692593,0.45616594707303315,0.9107725310199182,9,13,6,2,1,0,0,1
3187,0.7354024122054058,0.9130409687557746,0.37105542262014757,0.7069590312442254,14,8,4,3,1,0,3,1
3188,0.42829291551578347,0.27341416896843307,0.5472551090579202,0.6264015668158119,4,11,2,7,1,0,0,1
3189,0.7314608285786169,0.16292165715723397,0.39584331431446795,0.7302258000503189,9,10,6,2,1,0,0,1
3190,0.13538154076189962,0.13883539266664863,0.4340361555714247,0.9519276888571505,9,3,6,2,1,0,0,1
3191,0.35575163350496625,0.5457516335049662,0.6464705969106075,0.47176470154469624,12,8,2,4,1,2,0,1
3192,0.6526388571489948,0.7139677220068925,0.47685810038759335,0.06396772200689259,9,2,6,6,1,0,0,1
3193,0.8398035694089446,0.4643136154402952,0.6874508923522361,0.12313727691194096,10,8,6,2,0,0,0,1
3194,0.30606370944433375,0.3196814527783312,0.34850967555467005,0.1651080677793274,11,6,5,4,1,0,0,1
3195,0.8874721777844223,0.35809574320027887,0.5741759407385258,0.6819042567997211,10,4,0,2,1,0,0,1
3196,0.8791564535436565,0.5888087790021976,0.8037218603668329,0.7249130813646353,9,12,6,2,1,0,0,1
3197,0.640480111383046,0.09706675948587162,0.5046399164627156,0.690480111383046,13,5,6,2,1,3,0,1
3198,0.28014308146711786,0.7144544027027432,0.6414221696910937,0.2639803461390453,9,1,6,2,1,0,0,1
3199,0.582447604416207,0.5780244203077799,0.7028321483439223,0.49244760441620705,14,8,4,3,1,0,3,1
3200,0.7757319309325988,0.9512600383707783,0.4044718925618205,0.6739839386067545,13,8,4,3,1,0,3,1
3201,0.30994603287525596,0.5433585179915472,0.35996761972515356,0.626630688583504,9,7,6,2,1,0,0,1
3202,0.5175647617774946,0.07339381022378022,0.5260880955562638,0.1924352382225055,14,13,6,1,1,0,3,1
3203,0.9656529793085578,0.44129978391817226,0.3691293609219229,0.6943470206914422,10,4,0,2,1,0,0,1
3204,0.4308550576785451,0.48963354670919496,0.2584120357398448,0.690366453290805,10,5,5,2,1,0,4,1
3205,0.046510271673076024,0.6495366468250011,0.4076744864163462,0.1609296222528842,9,5,0,0,1,0,0,1
3206,0.5012038066204768,0.6379965394359302,0.7996044987332908,0.4887961933795232,7,6,1,0,1,1,1,1
3207,0.7499051267424524,0.8643706541330185,0.3766034178283016,0.650284619772643,8,6,4,2,1,3,0,1
3208,0.5526778968725363,0.25169474218134075,0.40122035052124394,0.8987796494787561,10,3,5,2,1,1,4,1
3209,0.4718858150112355,0.5456574450337065,0.36131489006741296,0.5943425549662935,10,5,0,2,1,0,4,1
3210,0.1506355082611634,0.9087289834776733,0.773644917388366,0.6961869504330196,13,9,1,0,1,0,0,1
3211,0.0548673768882349,0.5362831557779413,0.13752210385196087,0.5009737018504894,10,5,5,2,1,0,1,1
3212,0.8605527886124187,0.5105527886124187,0.149995472274867,0.6222202098999409,12,9,5,4,1,0,0,1
3213,0.1847462683837151,0.08811589100410123,0.32731870026127835,0.6736593501306392,10,9,6,2,0,0,0,1
3214,0.9799866997551804,0.5400166253060245,0.3499767245715657,0.8899301737146973,9,4,6,2,1,0,0,1
3215,0.41964624380773485,0.9285849752309395,0.2942450743071817,0.7714150247690605,10,5,0,2,1,0,3,1
3216,0.30807659491528594,0.7010297977397113,0.49807659491528594,0.3676936203388562,2,9,1,0,1,1,1,1
3217,0.6401278041058982,0.11918385753156235,0.3309439465743359,0.05905605342566412,5,9,5,2,1,0,0,1
3218,0.11681234953045118,0.4515938252347744,0.765698342997055,0.593427559820238,0,10,0,0,0,0,0,1
3219,0.11711178186422351,0.8504891236524782,0.30595498541541,0.0348447127456894,6,8,3,7,1,0,0,1
3220,0.06465740355265115,0.7719178245559186,0.3819178245559186,0.41547915799346513,12,7,5,2,0,0,0,1
3221,0.8118840368802139,0.7472946789600713,0.729412232466726,0.810587767533274,9,9,6,2,1,0,0,1
3222,0.09453804761056595,0.4215398412981135,0.7391575715049066,0.6857699206490567,0,6,0,0,0,0,0,1
3223,0.5422873227828069,0.33737239366968413,0.6763515430271569,0.4994895746787364,12,10,4,2,0,1,0,1
3224,0.10477991005630351,0.5176100449718483,0.4543397301689105,0.9647799100563035,2,7,1,0,1,0,1,1
3225,0.2994710096473678,0.5802644951763161,0.4043387620592097,0.5059471009647368,9,7,6,2,1,0,0,1
3226,0.04557302579928631,0.7743033717750892,0.3843033717750892,0.3725393080483942,9,10,5,2,0,0,0,1
3227,0.08658670482900004,0.7197601144870001,0.07194653309849988,0.4692803434610003,10,4,5,2,1,0,0,1
3228,0.7847759129964043,0.1844777888602249,0.5029851925734833,0.3737314907168541,10,11,0,2,0,0,4,1
3229,0.19348088122232449,0.9526156832595319,0.7730583269265054,0.3495573563330266,9,5,6,2,1,0,0,1
3230,0.7106154963675277,0.627769733653875,0.4140767554487083,0.6145003631944652,8,6,4,2,1,3,0,1
3231,0.18711065551404993,0.21466700836446256,0.4911116806074376,0.7222233612148752,8,6,4,2,1,1,1,1
3232,0.5385029166658408,0.09083819444306807,0.5230838194443068,0.18074854166707957,10,5,6,2,1,0,0,1
3233,0.6318051674287186,0.37888826788594976,0.6776389665142563,0.28291689954276883,10,8,5,2,1,0,2,1
3234,0.6016594813006731,0.59,0.04366810373986536,0.22602586731757648,10,14,0,2,0,0,4,1
3235,0.4371105395153386,0.2262663237092032,0.21915578419386453,0.7427763487883466,11,13,6,7,1,0,0,1
3236,0.6918386153593298,0.5002439200131485,0.36791746462752173,0.9293058215425073,11,8,6,4,1,0,0,1
3237,0.34324815778713835,0.2855839474042872,0.44662407889356914,0.48895986851071804,11,13,6,4,1,0,0,1
3238,0.561737525956623,0.22829937704104933,0.42780041530596713,0.9052125778698689,10,0,5,2,1,1,4,1
3239,0.8254125022132853,0.19131315929260123,0.5244276327438343,0.9052440774330153,10,4,0,2,1,0,4,1
3240,0.9206388880325419,0.826960317704988,0.83,0.5212777760650837,12,12,2,4,1,0,0,1
3241,0.9248114277291005,0.5644863493935331,0.2955136506064668,0.8072431746967667,9,4,6,2,1,0,0,1
3242,0.2616837453504217,0.41336749070084344,0.22534408226070765,0.37702782761112935,11,13,1,4,1,0,0,1
3243,0.23976007854574,0.376191937163408,0.5257120942548881,0.845952015709148,4,13,2,7,1,0,0,1
3244,0.6523260636297599,0.26081515907439967,0.45232606362975986,0.8222663568330403,3,2,6,0,1,2,0,1
3245,0.17250834885337296,0.16250834885337295,0.1560507112578207,0.5933222015288361,10,9,6,2,0,0,0,1
3246,0.8281137520684672,0.5372954159771776,0.4584697226818816,0.6132146764621952,8,8,4,2,1,3,0,1
3247,0.09183651534651377,0.8618779239109265,0.19187792391092662,0.1726125300495321,6,6,3,0,1,0,0,1
3248,0.31400934226259786,0.34408015693705307,0.5935377429028771,0.1635377429028771,10,8,0,2,1,0,4,1
3249,0.771292123966437,0.41967976115636796,0.6077415752067126,0.5622584247932874,10,13,0,2,1,0,2,1
3250,0.649276445509647,0.9210853317355295,0.4336177724517649,0.8432559952065883,8,0,4,2,0,0,0,1
3251,0.8300567896914023,0.30502839484570116,0.5399432103085977,0.32265617165135635,10,1,0,2,0,0,3,1
3252,0.04669018681397444,0.7126760747255897,0.2678871032929227,0.6385914021952819,10,5,5,2,1,1,4,1
3253,0.7362735429735051,0.9032567751350427,0.5295303181085477,0.45604386837863287,4,11,2,7,0,0,0,1
3254,0.7595168867930074,0.9095168867930075,0.3825797358483911,0.22855066037902222,10,12,6,2,0,0,0,1
3255,0.81,0.7552133186396051,0.1632859291911989,0.9534281416176023,13,8,6,4,1,0,0,1
3256,0.7923317620933229,0.6227610069104702,0.12914151036570534,0.6157657206305016,12,11,6,4,0,0,0,1
3257,0.3729274636642791,0.34707253633572094,0.6051755878539742,0.29482441214602584,0,4,0,0,0,0,0,1
3258,0.08237896386015443,0.7071368915804633,0.08667362648945949,0.4314106747413899,10,2,5,2,1,0,0,1
3259,0.6335299921017705,0.20470994471239368,0.9397050118473442,0.2982300710840653,8,8,4,2,1,3,0,1
3260,0.2932557307236186,0.43656966340452324,0.7218897741695965,0.08508730293592907,9,1,6,2,1,0,0,1
3261,0.7973247015026841,0.24370701193989264,0.9740509164207516,0.33439482090161043,8,12,4,2,1,3,0,1
3262,0.2598284416662944,0.22590850222202366,0.5,0.2759656883332589,14,12,6,0,1,0,3,1
3263,0.8025846671937635,0.2912923335968817,0.5674153328062365,0.24710783478284948,0,1,0,0,0,0,0,1
3264,0.21042633209287032,0.2761630111641671,0.4691473358142593,0.7740313506998154,10,2,5,4,1,1,1,1
3265,0.5737140856765014,0.42142957161749295,0.3871408567650141,0.15771548594099155,13,6,6,0,1,0,0,1
3266,0.14139042043419806,0.5179755340996294,0.17317022733086268,0.759877670498147,10,5,5,2,1,0,1,1
3267,0.6152263086423756,0.7386007283963768,0.12106991358087589,0.3076954938268746,10,4,0,2,0,0,4,1
3268,0.2899467067982895,0.22002664660085527,0.3348734286459375,0.4250866014527796,8,9,6,2,0,0,0,1
3269,0.6298057834016142,0.4666019278005381,0.8113786505396233,0.8400971082991929,8,3,4,2,0,3,0,1
3270,0.5250762222049824,0.51,0.4523856666925264,0.42641615557451934,9,2,6,2,0,0,0,1
3271,0.6290799644031174,0.827631985761247,0.0025439952537489917,0.0287280023731255,7,14,6,7,0,0,0,1
3272,0.3861650980351044,0.906992266663871,0.30624075294314984,0.7564660392140418,10,5,0,2,1,0,4,1
3273,0.437304339052146,0.9291305078987832,0.4829565422116593,0.09756522031595133,9,10,6,2,1,0,0,1
3274,0.7925855323955484,0.7565171064791096,0.01044868056267095,0.6883118287297935,12,11,2,4,1,0,0,1
3275,0.21296173351876396,0.8691754520784893,0.19106859279862662,0.08567942216041202,6,9,3,7,1,0,0,1
3276,0.49,0.9961408131118473,0.5829856917829316,0.5884224393355421,9,4,6,2,1,0,0,1
3277,0.5584260861011833,0.5859565231646946,0.6261260893799808,0.5771913046329389,7,12,5,2,0,0,2,1
3278,0.8819015696178814,0.6175973184790203,0.2984787443056949,0.36139149772227797,11,8,5,4,1,0,0,1
3279,0.5634333285973422,0.5803688819427686,0.054377780935105174,0.34394000284159465,10,5,0,2,1,0,4,1
3280,0.19135969941506642,0.6693766490390377,0.8693201502924668,0.5933427497910951,10,12,5,2,0,1,0,1
3281,0.5226345799582186,0.631451401228083,0.5930644858897262,0.588171962372603,9,9,6,2,1,0,0,1
3282,0.8373046283034046,0.6526953716965955,0.22095694245510678,0.92,9,4,6,2,1,0,0,1
3283,0.16228675434346954,0.89,0.6902903945456129,0.6462885744445412,9,9,3,0,1,0,0,1
3284,0.30617766923272655,0.25604319617635546,0.38382233076727346,0.09471067693090625,11,6,6,4,0,0,0,1
3285,0.9245850115662831,0.3268775173494246,0.26840585453818566,0.058340046265132346,11,13,5,4,0,0,0,1
3286,0.1076505828852227,0.1982229599017206,0.446762062836083,0.9488252914426113,9,13,6,2,0,0,0,1
3287,0.6846330341840571,0.4225797212094559,0.6679095665451348,0.25721275539351296,10,13,0,2,0,0,4,1
3288,0.6656728552161726,0.3950611686560157,0.6401223373120314,0.3301223373120314,10,0,5,2,0,1,4,1
3289,0.5043765915242616,0.14592874661656113,0.559058521189346,0.20562340847573837,14,13,6,1,1,0,3,1
